JobDescription,Company,Experience,Salary,Location,JobDetails,Skills
Data Scientist,The Art Of Living Human Resource,3-6 Yrs,Not disclosed,Coimbatore,''Job Description & Responsibilities: We are looking for a Data Scientist that will hel...,"Statistical analysis
Artificial Intelligence
Programming
MongoDB
HR
Management
Data mining
Statistics"
Staff Data Scientist,Zendrive Inc,4-7 Yrs,Not disclosed,Bengaluru,"Staff Data Scientist Imagine a world where every car with a smartphone is safer, where ...","Computer science
Interpersonal skills
data science
Machine learning
Signal processing
HTTP
Continuous improvement
Analytics"
Data Scientist-Analytics & Insights,Hiring Joint,3-6 Yrs,Not disclosed,Noida,"Job Purpose : As a leader and innovator in the food services and food-tech space, Jubil...","Supply chain
Data analysis
Analytical
Machine learning
Data processing
Data structures
Data mining
Operations"
Data Scientist,Hyrefox,2-5 Yrs,Not disclosed,Jaipur,"Experience with common data science tool kits in Python, such as Pandas, NumPy, MatLab,...","data science
Machine learning
Programming
data visualization
Data mining
Open source
MATLAB
SQL"
Data Scientist,Tech Opportunity Private Limited,2-7 Yrs,Not disclosed,Mumbai,"Assess the volume of data supporting the initiative, the type of data and sudden variat...","Access Management
MySQL
Data Analysis
Data Collection
Oracle
MSSQL
Machine Learning"
Data Scientist,Mindtree Limited,2-5 Yrs,Not disclosed,Bengaluru,Data Scientist Description Assess the effectiveness and accuracy of new data sources an...,"Predictive modeling
Business solutions
Revenue generation
Monitoring"
Data Scientist,Sandeza Intelligent Communications,4-5 Yrs,"8,00,000 - 10,00,000 PA.",Chennai,Should have good communication skillsExperienced in mathematical modeling and programmi...,"Predictive Modeling
Data Science
Mathematical Modeling
Build Data Science
Problem Solving
Data Analytics
Statistical Analysis
Forecasting"
Data Scientist,HR Devi and Associates,5-7 Yrs,Not disclosed,Bengaluru,1. Build program expertise by improving data analytics and establishing the framework f...,"Data scientist
GAM
DATA ANALYTICS
Linear Regression
GLM
Decission trees"
Data Scientist,IDEA HELIX INC,1-5 Yrs,Not disclosed,Delhi NCR,Cloud experience - MS Azure a plus,"Data Science
Software Development
NLP
Algorithms
Information Retrieval
Spark
Python"
Data Scientist,Guavus Network Systems Pvt. Ltd.,1-3 Yrs,Not disclosed,Gurgaon,"Guavus provides dynamic solutions for data- rich businesses, so that they can gain a co...","code
technical
testing
Hypothesis Testing
Data structures
Pattern recognition
Data mining
research"
"Data Scientist - Thane , Mumbai",Empower Recruitments,1-4 Yrs,"3,25,000 - 4,00,000 PA.","Navi Mumbai, Mumbai",Required Candidate profile,"Unica Campaign
R
Data Management
Machine Learning
MATLAB
Python"
Data Scientist,CoStrategix Technologies Pvt. Ltd.,3-7 Yrs,Not disclosed,Bengaluru,Job Description ? Data Scientist Roles Responsibilities: Ability to understand a proble...,"Statistical analysis
MySQL
Consulting
Machine learning
Hypothesis Testing
Data structures
Natural language processing
Statistics"
Data Scientist,Right Steps Consultancy,1-5 Yrs,Not disclosed,Pune,Qualification Experience Knowledge of designing developing analytical solutions (Statis...,"Data management
data science
Analytical
Machine learning
Research
Management
big data
Testing"
Data Scientist,Mindtree Limited,7-12 Yrs,Not disclosed,Bengaluru,Data Scientist / Data Analytics : Manager Description : 7 - 12 years overall experience...,"Data analysis
Analytical
Machine learning
SPSS
Business intelligence
Data mining
MATLAB
Forecasting"
Data Scientist,The Data Team,10-20 Yrs,Not disclosed,Chennai,Experience in Performance tuning of big data applications Data Scientist Location: Bang...,"Performance tuning
data science
Linux
Business analysis
Javascript
Business intelligence
SQL
Ajax"
Data Scientist - IT,SUCCESSWRKS HR Solutions Private Limited,3-8 Yrs,Not disclosed,Mumbai,"Proficient in Python and should have worked on statistical packages like numpy, scipy, ...","Data Science
Data Scientist
Data Management
Machine Learning
Statistics
Python"
"Data Scientist - Thane , Mumbai",Empower Recruitments,1-4 Yrs,"3,25,000 - 4,00,000 PA.","Navi Mumbai, Mumbai",Required Candidate profile,"Unica Campaign
R
Data Management
Machine Learning
MATLAB
Python"
Data Scientist,Art of Living HR,3-6 Yrs,Not disclosed,Coimbatore,"BE / B.Tech / BCA / MCA Coimbatore, Tamil Nadu, India Art of living - Human Resource Jo...","Statistical analysis
Artificial Intelligence
Programming
MongoDB
HR
Management
Data mining
Statistics"
Data Scientist-Analytics & Insights,Hiring Joint,3-6 Yrs,Not disclosed,Noida,"Job Purpose : As a leader and innovator in the food services and food-tech space, Jubil...","Supply chain
Data analysis
Analytical
Machine learning
Data processing
Data structures
Data mining
Operations"
Data Scientist,Mindtree Limited,2-5 Yrs,Not disclosed,Bengaluru,Data Scientist Description Assess the effectiveness and accuracy of new data sources an...,"Predictive modeling
Business solutions
Revenue generation
Monitoring"
Staff Data Scientist,Zendrive Inc,4-7 Yrs,Not disclosed,Bengaluru,"Staff Data Scientist Imagine a world where every car with a smartphone is safer, where ...","Computer science
Interpersonal skills
data science
Machine learning
Signal processing
HTTP
Continuous improvement
Analytics"
Data Scientist,Hyrefox,2-5 Yrs,Not disclosed,Jaipur,"Experience with common data science tool kits in Python, such as Pandas, NumPy, MatLab,...","data science
Machine learning
Programming
data visualization
Data mining
Open source
MATLAB
SQL"
Data Scientist,Tech Opportunity Private Limited,2-7 Yrs,Not disclosed,Mumbai,"Assess the volume of data supporting the initiative, the type of data and sudden variat...","Access Management
MySQL
Data Analysis
Data Collection
Oracle
MSSQL
Machine Learning"
Data Scientist,MENORAH PERSONNEL MANAGEMENT INDIA PRIVATE LIMITED,3-7 Yrs,Not disclosed,Chennai,Hand-on R programming skills Should be comfortable with implementing advanced Machine L...,"R Programming
Machine learning
Programming
Statistics
Python"
Data Scientist,Guavus Network Systems Pvt. Ltd.,1-3 Yrs,Not disclosed,Gurgaon,"Guavus provides dynamic solutions for data- rich businesses, so that they can gain a co...","code
technical
testing
Hypothesis Testing
Data structures
Pattern recognition
Data mining
research"
Data Scientist,Compunnel Technology India Private Limited,3-5 Yrs,Not disclosed,Hyderabad(Begumpet),Position - Data Scientist Location - Hyderabad Experience: 3 to 5 years of relevant exp...,"Tensorflow
Azure
Neural Networks
Unsupervised Learning
Clustering
Machine Learning
Scikit - Learn
Pytorch"
Data Scientist,Episource India Private Limited,1-2 Yrs,Not disclosed,Chennai,JD - Data Scientist Role / Job Description: The Data science team is tasked with delive...,"Data Science
Artificial Intelligence
Hadoop
Neural Networks
Big Data
Spark
Machine Learning
AWS"
Opening For Data Scientist Profile at Mahape Location,Tech Opportunity Private Limited,2-7 Yrs,Not disclosed,Mumbai,"*Bachelors, Masters or PhD in Computer Science, Statistics, Mathematics, Operations Res...","python
Hive
web services
Hadoop
MySQl
Spark
Tableau
machine learning"
Data Scientist,URBANCLAP,2-5 Yrs,Not disclosed,Gurgaon,"As a Data Scientist, you would play a critical role in developing and then implementing...","Logistic regression
Neural networks
Analytical
Machine learning
Packaging
Business intelligence
SQL
Python"
Data Scientist,Hyrefox,1-3 Yrs,Not disclosed,Mumbai,•Should be able to perform thorough model evaluation and devise ML / Deep Learning expe...,"Computer vision
deep learning
spark
Opencv
Machine learning
Packaging
Data structures
Statistics"
Data Scientist,Rolls Royce India Private Ltd.,10-15 Yrs,Not disclosed,Pune,"10+ years of practical (industrial) experience in data science, analytics, generic algo...","Data Science
Algorithm Development
Big Data Analytics
Docker
Hadoop
SCALA
Spark
Machine Learning"
Data Scientist,Aris Global Software Pvt. Ltd.,4-8 Yrs,Not disclosed,Mysore,Should have good Database experience and product implementation skillsOverall 4+ years ...,"deep learning
algorithms
python
r
nlp
Neural Networks
PLSQL
machine learning"
Data Scientist,Hyrefox,1-3 Yrs,Not disclosed,Mumbai,•Should be able to perform thorough model evaluation and devise ML / Deep Learning expe...,"Computer vision
deep learning
spark
Opencv
Machine learning
Packaging
Data structures
Statistics"
Data Scientist - Urgent,True Bent Consulting,3-5 Yrs,"15,00,000 - 18,00,000 PA.",Noida,"Selecting features, building and optimizing models using machine learning techniques, D...","algorithms
big data analytics
data mining
machine learning
data collection
sql
data modeling
predictive modeling"
Data Scientist at International AI Service Provider To E-Comm at Pune,Talent Corner HR Services Pvt Ltd,4-9 Yrs,"12,00,000 - 22,00,000 PA.",Pune,●Hands-on knowledge of Python for building production-ready data products. ● Strong Sta...,"Java
R
Artificial Intelligence
Data Scientist
Hadoop
Big Data
Data Mining
Machine Learning"
Senior Associate Data Scientist,Medline Industries India Private Limited,2-4 Yrs,Not disclosed,Pune,"Required skills: MS/ MSc in Applied Mathematics/ statistics, Computer Science, or relat...","Data Science
R
NLP
Statistical Modeling
Information Retrieval
Machine Learning
Deep Learning
Predictive Analytics"
Data Scientist,BHARAT LIGHT AND POWER PRIVATE LIMITED,2-5 Yrs,Not disclosed,Bengaluru,Data ScientistLocation: Bangalore Skill Sets: Strong learning acumen Team Player High s...,"Data analysis
Factor analysis
Linux
Machine learning
Hypothesis Testing
Data processing
big data
SQL"
Data Scientist,ibibo Group Private Limited,3-5 Yrs,Not disclosed,Bengaluru,Roles and Responsibility Apply advanced analytics to measure performance and improve de...,"Computer science
advanced analytics
Product engineering
Machine learning
Hadoop
Perl
Macros
Analytics"
Data Scientist,Optimum Solutions,4-8 Yrs,Not disclosed,Mumbai,Skills Capabilities Summary: Experience in machine learning. Excellent skills in either...,"Text mining
deep learning
Neural networks
spark
Machine learning
Forecasting
AWS
SQL"
Mgr - Data Scientist ( NLP ),Pylon Management Consulting Pvt Ltd,11-14 Yrs,Not disclosed,"Bengaluru, Gurgaon","Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformati...","python
Logistic Regression
NLP
predictive modeling
Linear Regression
Time Series Analysis
Natural Language Processing
Neural Networks"
DATA SCIENTIST,AI Enterprise,5-10 Yrs,Not disclosed,Bengaluru,JOB DESCRIPTION Excellent understanding of machine and deep learning concepts / techniq...,"Unix
Computer science
Linux
MIS
Social media
Shell scripting
Data mining
MATLAB"
Data Scientist,ETAIOTA Systems,2-5 Yrs,Not disclosed,Bhubaneshwar,Key Responsibilities: Assess accuracy of new data sources and data gathering techniques...,"Logistic regression
Data analysis
Simulation
Machine learning
Data mining
Econometrics
Analytics
Financial services"
Data Scientist,Fractal Enterprises LLP,5-10 Yrs,Not disclosed,Hyderabad,"Hands on Experience with databases (Oracle, HANA, SQL Server, Teradata, RedShift, Netez...","time series analysis
python
panda
linguistics
machine learning
multivariate analysis
artificial intelligence
reinforcement learning"
Data Scientist,BrainToSoul Consulting,3-6 Yrs,Not disclosed,Bengaluru,Data Scientist Location: Bangalore - Department: IT Services - Positions: 4 Perform dat...,"IT services
Usage
Algorithms
Support
level
Analytical
Hadoop
it"
Quant Data Scientist,10FA india ( Formerly known as Prudential Global Services Private Limited.,6-10 Yrs,Not disclosed,Mumbai,Python is must )6 - 10 years experience of Quant Modelling / Data Scientist ( using Mac...,"financial analysis
python
data science
var
asset management
financial modelling
investment management
cash flow"
Hiring Data Scientist - Pune,People Powered Solutions,3-6 Yrs,"7,00,000 - 15,00,000 PA.",Pune(Kalyani Nagar),"Experience working with large, multi-dimensional data sets to uncover meaningful insigh...","python
data science
big data analytics
predictive modeling
Data Scientist
machine learning
business intelligence
sql"
Data Scientist,AXCESS CONSULTANCY SERVICES,0-5 Yrs,Not disclosed,Pune,"Coordinate with faculty to create best in class learning material - video, reading mate...","data cleansing
Automation
Data analysis
data science
Manager Program Management
Artificial Intelligence
Data collection
Feasibility analysis"
Data Scientist,AXCESS CONSULTANCY SERVICES,0-5 Yrs,Not disclosed,Bengaluru,"Coordinate with faculty to create best in class learning material - video, reading mate...","data cleansing
Automation
Data analysis
data science
Manager Program Management
Artificial Intelligence
Data collection
Feasibility analysis"
Data Scientist,Comviva Technologies Limited.,4-8 Yrs,Not disclosed,"Bengaluru, Gurgaon",Key Responsibilities: Past working experience as a Data Scientist in marketing Subject ...,"Text mining
deep learning
data science
Neural networks
MySQL
Machine learning
Natural language processing
Analytics"
Data Scientist,Zest HR Services.,12-15 Yrs,"15,00,000 - 20,00,000 PA.","Mumbai Suburbs, Mumbai",Must have strong of programming experience in R/Python Experience leading or collaborat...,"R
Azure
GCP
Data Scientist
Setting
Machine Learning
AWS
Implementation"
Data Scientist,CURATED STAFFING PRIVATE LIMITED,6-10 Yrs,"18,00,000 - 33,00,000 PA.",Hyderabad,6+years of experience Data Scientist designing and implementing predictive models writt...,"Data Architecture
Python
sql"
"Vacancy For Data Scientist at Quantzig, Bangalore",Quantzig,4-8 Yrs,Not disclosed,Bengaluru(Marathahalli),You should possess customer-centric thought process and is able to understand clients b...,"digital analytics
python
consulting
regression analysis
presentation skills
powerbi
machine learning
sql"
Data Scientist,ALLERIN TECHNOLOGIES Pvt Ltd.,2-7 Yrs,Not disclosed,Mumbai,"Processing, cleansing, and verifying the integrity of data used for analysis Doing ad- ...","Computer science
Data analysis
Tracking
Machine learning
Tools
Data collection
MSC
Data mining"
Staff Data Scientist,Walmart Labs,4-8 Yrs,Not disclosed,Bengaluru,"If you re thinkig scale , think bigger and don t stop there. At Walmart Labs Bengaluru,...","Text mining
Web analytics
data science
Machine learning
Continuous improvement
Merchandising
big data
Forecasting"
Data Scientist,Miles,2-7 Yrs,Not disclosed,Bengaluru,What you ll need: Education Master s/PhD (preferred) or Bachelor s (required) in CS/ML/...,"Geometry
Version control
GIT
data science
Postgresql
Machine learning
Database
Scheduling"
Principal Data Scientist,"Leoforce, LLC.",2-5 Yrs,Not disclosed,Hyderabad,Job Description If you live & breathe engineering by solving not only engineering probl...,"Product management
deep learning
Coding
Neural networks
Machine learning
Agile
Natural language processing
Robotics"
Data Scientist,RANG INFOSOFT PVT. LTD.,4-6 Yrs,Not disclosed,Bengaluru,The key personnel shall also demonstrate experience using advanced analytic techniques ...,"Computer science
Web analytics
Machine learning
Tools
Time
Perl
Data mining
Open source"
Data Scientist,Leading Ecommerce Apparel,4-9 Yrs,"10,00,000 - 20,00,000 PA.",Bengaluru,"Dear Candidate Greetings! Looking for the role of Data Scientist, kindly find the job d...","customer analytics
R
Data Scientist
statistical modeling
negotiation skills
product analysis
sql
Python"
Data Scientist - Analytics - BFS,Huquo Consulting Pvt. Ltd,3-7 Yrs,Not disclosed,Mumbai,Candidate should have excellent communication skills to interact with senior clients Sh...,"Data Science
Predictive Modeling
Data Scientist
Data Management
Data Modeling
Data Analytics
Analytics
SQL"
Data Scientist Text Analytics/NLP Engineer,Crediwatch,3-8 Yrs,Not disclosed,Bengaluru,Data Scientist - Text Analytics/NLP Engineer - Crediwatch: Amplifying Trade Velocity Cr...,"Computer science
Change management
SAS
Data management
Machine learning
Apache
Open source
MATLAB"
Data Scientist,ALLERIN TECHNOLOGIES Pvt Ltd.,2-7 Yrs,Not disclosed,"Navi Mumbai, Mumbai","Processing , cleansing , and verifying the integrity of data used for analysis Doing ad...","Computer science
Data analysis
Machine learning
Data collection
Predictive modeling
Data mining
big data
MATLAB"
DATA SCIENTIST,Hinduja Tech Limited,5-10 Yrs,Not disclosed,Chennai,DATA SCIENTISTDATA SCIENTISTJob Code Data Scientist Key Responsibilities Understand the...,"Supply chain
PDF
data science
Cognos
Machine learning
QlikView
Analytics
Automotive"
RWE Data Scientist 2,Novartis Healthcare Pvt. Ltd.,5-8 Yrs,Not disclosed,Hyderabad,"Your responsibilities: Your responsibilities include, but are not limited to: Independe...","GIT
SAS
Data management
MySQL
Machine learning
Healthcare
NIS
Data mining"
Data Scientist,Aureus Analytics,5-10 Yrs,Not disclosed,Mumbai,5+ years hands-on experience in insurance or banking domain with respect to using analy...,"Logistic regression
data science
Neural networks
Machine learning
Actuarial
Mathematics
Customer experience
Forecasting"
Data Scientist - Agritech,Snaphunt,1-5 Yrs,Not disclosed,Pune,"You possess an advanced degree from a top-tier institute, ideally in Mathematics, Stati...","R
Business Solutions
NoSQL
Computer Science
Data Analytics
Strong Analytical Skills
Statistical Analysis
SQL"
Big 4 (global) || Data Scientist-multiple Roles,Virtuoso Staffing Solutions Pvt Ltd,2-7 Yrs,Not disclosed,Bengaluru,* Must have exp.as Data Scientist. * Python exp.is mandate. * Exp. on statistical / mat...,"python
linear
natural language processing
predictive analytics
linear regression
Regression
regression analytics
nlp"
Big 4 (global) || Data Scientist-multiple Roles,Virtuoso Staffing Solutions Pvt Ltd,7-12 Yrs,Not disclosed,Bengaluru,* Must have exp.as Data Scientist. * Python exp.is mandate. * Exp. on statistical / mat...,"python
nlp
linear
Predictive
Natural Language Processing
Regression
Statistics
computation"
Data Scientist,Emerging India Group,3-8 Yrs,Not disclosed,"Delhi, Noida",Job Description Data Scientist RESPONSIBILITIES Data mining using state-of-the-art meth...,"Social media analytics
Time series analysis
Analytical
Machine learning
Data collection
power bi
QlikView
Data mining"
Data Scientist - Python/r,Catalyst,2-6 Yrs,Not disclosed,Bengaluru,Proficient in writing and understanding complex SQLRequired Candidate profileWhat Youll...,"Data Science
R
Data Scientist
Data Management
product development
Python
SQL"
Head - Data Scientist - Deep Learning,Yo HR Consultancy,10-16 Yrs,Not disclosed,Noida,Head - Data Scientist Location - Noida Experience - 10 - 16 Years Job Description Exper...,"Predictive Modeling
Data Management
neural networks
Big Data
Algorithm
Machine Learning
Deep Learning
SQL"
Data Scientist,Bloom Consulting Services,2-5 Yrs,Not disclosed,Bengaluru,As a Senior Data Scientist you will... Drive the evolution of best in class Channel Ana...,"rest
algorithms
python
Risk analytics
testing
Financial services
sql
Data architecture"
Specialist Data Scientist,NICE Ltd,4-8 Yrs,Not disclosed,Pune,Primary Skills Supervised and Unsupervised machine learning models NLP Text Analytics -...,"Unix
data cleansing
Linux
Data modeling
Machine learning
linear regression
Windows
Analytics"
Data Scientist,"PayPal Holdings, Inc.",5-10 Yrs,Not disclosed,Bengaluru,Your Day-to-day Will Involve Leading a team of data scientists in the planning and deli...,"Analytical skills
Sales operations
data science
Strategic partnerships
Management
Financial services"
Data Scientist,Ness Technologies,5-10 Yrs,Not disclosed,Bengaluru,Roles and Responsibility 1. Excellent skills in Microsoft .NET web stack programming in...,"Performance tuning
jQuery
Front end
System programming
Javascript
Data structures
HTML
WCF"
Data Scientist,PNR Software Solutions Private Limited,2-6 Yrs,Not disclosed,Kolkata,Data Scientist,"data science
SAS
Analytical
Data collection
SPSS
QlikView
Oracle
Data mining"
Data Scientist,The Data Team,10-15 Yrs,Not disclosed,"Chennai, Bengaluru",Data Scientist Location: Bangalore / Chennai / Mumbai Role Description TheDataTeam is a...,"data science
Linux
RDBMS
MySQL
Javascript
Oracle
Business intelligence
SQL"
Sr Data Scientist - Fraud,"Neustar, Inc",3-8 Yrs,Not disclosed,Bengaluru,"Neustar, Inc. is a leading global information services provider driving the connected w...","algorithms
python
Data mining
Business solutions
Analytics
Financial services
sql
Product engineering"
Data Scientist - Analytics & Insights Team - Food Services- Iit/iim,HyrEzy Talent Solutions,3-6 Yrs,Not disclosed,Noida,QUALIFICATIONS & EXPERIENCE: - Masters degree (or Bachelors degree with equivalent expe...,"Reporting Analytics
Database Programming
R
Mathematical Modeling
Data Scientist
Statistical Modeling
Data Mining
Data Visualization"
Data Scientist Analytics & Insights Team Food Services Firm - IIT/ IIM,HyrEzy Talent Solutions,3-6 Yrs,Not disclosed,Noida,QUALIFICATIONS & EXPERIENCE: - Masters degree (or Bachelors degree with equivalent expe...,"Reporting Analytics
Database Programming
R
Mathematical Modeling
Data Scientist
Statistical Modeling
Data Mining
Data Visualization"
Data Scientist - Analytics & Insights Team - Food Services Firm - IIT,HyrEzy Talent Solutions,3-6 Yrs,Not disclosed,Noida,QUALIFICATIONS & EXPERIENCE: - Masters degree (or Bachelors degree with equivalent expe...,"Reporting Analytics
Database Programming
R
Mathematical Modeling
Data Scientist
Statistical Modeling
Data Mining
Data Visualization"
Data Scientist - Analytics & Insights Team - Food Services Firm,HyrEzy Talent Solutions,3-6 Yrs,Not disclosed,Noida,QUALIFICATIONS & EXPERIENCE: - Masters degree (or Bachelors degree with equivalent expe...,"Reporting Analytics
Database Programming
R
Mathematical Modeling
Data Scientist
Statistical Modeling
Data Mining
Data Visualization"
Data Scientist - Analytics & Insights Team - Food Services- Iit/iim,HyrEzy Talent Solutions,3-6 Yrs,Not disclosed,Noida,QUALIFICATIONS & EXPERIENCE: - Masters degree (or Bachelors degree with equivalent expe...,"Reporting Analytics
Database Programming
R
Mathematical Modeling
Data Scientist
Statistical Modeling
Data Mining
Data Visualization"
Data Scientist,AXCESS CONSULTANCY SERVICES,0-5 Yrs,Not disclosed,Hyderabad,Monitor participants academic performance and make learning interventions in the form o...,"data cleansing
Automation
Data analysis
tableau
data science
Manager Program Management
Data collection
Feasibility analysis"
DATA SCIENTIST (Analytics Technology),Melstar Information Technologies Ltd,7-12 Yrs,Not disclosed,"Bengaluru, Gurgaon","Qualification :Masters (preferred) or Bachelors Honors in Statistics, Economics, Comput...","C++
SAS
technical
it
Data mining
Analytics
SQL
Computer science"
Data Scientist,Podar Education Network Pvt Ltd,2-6 Yrs,"3,00,000 - 6,00,000 PA.",Mumbai(Parel),Minimum experience required is 2 years +Should possess experience in Python / R Studio ...,"python
r
tableau
Microsoft Power BI
machine learning"
Data Scientist,Podar Education Network Pvt Ltd,2-6 Yrs,"3,00,000 - 6,00,000 PA.",Mumbai(Parel),Minimum experience required is 2 years +Should possess experience in Python / R Studio ...,"python
r
tableau
Microsoft Power BI
machine learning"
Data Scientist For Leading Manufacturing firm,Skill Ventory,7-12 Yrs,Not disclosed,Mumbai,Develop novel ways to help business partners achieve objectives through analysis & mode...,"Hive
Hadoop
clustering
Spark
statistical analysis
modelling
datawarehousing"
Data Scientist,ThinkBumblebee Analytics Pvt. Ltd.,3-8 Yrs,Not disclosed,Pune,"At ThinkBumbleBee Analytics, we derive insights that enable our clients to make data-dr...","Computer science
Operations research
SAS
Campaign management
cassandra
Machine learning
Project delivery
MATLAB"
Sr. Consultant - Data Scientist - Bengaluru - Analytics Vidhya,Analytics Vidhya Educon Pvt. Ltd,14-16 Yrs,Not disclosed,Bengaluru,Sr. Consultant - Data Scientist - Bengaluru (9 - 14 Years of Experience) - Analytics Vi...,"Computer science
Text mining
deep learning
big data analytics
Artificial Intelligence
Consulting
Machine learning
HTML"
Data Scientist - Manufacturer of High Quality Storage Products,NewAge Products Inc,5-10 Yrs,Not disclosed,Mumbai,Work closely with sales operations and digital implementation teams to identify opportu...,"python
predictive modeling
neural networks
business solutions
product data management
clustering
machine learning
inventory management"
Data Scientist,Linedata,3-8 Yrs,Not disclosed,Mumbai(Vikhroli),The RoleWe are looking for an experienced Data Scientist to join a dynamic and fast-gro...,"python
nlp
natural language processing
sentiment analysis
data mining
statistical modeling
machine learning
pattern recognition"
Urgent need of Data Scientist For MNC in Gurgaon,Inimitable Solutions Private Limited,4-8 Yrs,"8,00,000 - 15,00,000 PA.",Gurgaon,"mathematics, statistics, physics, computer science, engineering Several years practical...","Data Scientist
Statistical Modeling
Big Data
Data Analytics
Performance Tuning
Machine Learning"
Data Scientist,Linedata,3-8 Yrs,Not disclosed,Mumbai(Vikhroli),The RoleWe are looking for an experienced Data Scientist to join a dynamic and fast-gro...,"python
nlp
natural language processing
sentiment analysis
data mining
statistical modeling
machine learning
pattern recognition"
Hiring Data Scientist,Talentmint Consulting Pvt Ltd,1-4 Yrs,"5,00,000 - 9,00,000 PA.",Gurgaon,Full Time Experience:,"Communication Skills
Linux
Statistical Tools
Secondary Skills
Numpy
SQL
Python"
Sr Data Scientist - DNA,Neustar MarketShare,2-6 Yrs,Not disclosed,Bengaluru,"Neustar, Inc. is a leading global information services provider driving the connected w...","Product engineering
Analytical
Machine learning
Algorithm development
data visualization
Data mining
Business solutions
Open source"
Data Scientist,Analytics Vidhya Educon Pvt. Ltd,2-7 Yrs,Not disclosed,Mumbai,Job description: Responsibilities Entire machine learning/ predictive modelling impleme...,"Unix
data science
Linux
HTML
Perl
Ruby
Analytics
SQL"
Data Scientist,The Talent GPS,2-7 Yrs,Not disclosed,Mumbai,Core Personalisation algorithms From understanding how to gather the data for cold-star...,"Computer science
Operations research
NoSQL
Machine learning
SCALA
data visualization
Forecasting
SQL"
Staff Data Scientist,CURATED STAFFING PRIVATE LIMITED,6-10 Yrs,"18,00,000 - 30,00,000 PA.",Hyderabad,Demonstrated skill in data management methods Demonstrated skill in feature extraction ...,Data Management
Data Scientist,Vmoksha Technologies Pvt Ltd,2-7 Yrs,Not disclosed,Bengaluru,Strong command of Python Must have 2+ years of experience in ML with a proven record of...,"IT services
Automation
MySQL
Machine learning
Workflow
HTTP
JSON
Data quality"
Data Scientist,Big Data BizViz (BizViz Technologies Pvt. Ltd),3-8 Yrs,Not disclosed,"Bengaluru, Hyderabad","Data ScientistDescriptionBizViz provides a 360 degree view of a business's data, servin...","ERP
Data analysis
SAS
Simulation
Analytical
Machine learning
Healthcare
Data mining"
Data Scientist,DataToBiz,3-8 Yrs,Not disclosed,"Panchkula, Chandigarh","As a Data Scientist on our team, you will be responsible for solving complex big-data p...","Telecom
Project management
Analytical
MySQL
Machine learning
MongoDB
Data mining
Analytics"
Data Scientist,EXL Services.com ( I ) Pvt. Ltd.,4-9 Yrs,Not disclosed,Bengaluru,Shift Timings- 1PM to 10PMYou should have hands on experience in building machine learn...,"Data Science
deep learning
python
open source
natural language processing
spark
data manipulation
Chatbot"
Sr Consultant/ Consultant/ Assistant Mgr/ Mgr - Data Scientist,Huquo Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,Bengaluru,"Must have: - Bachelor / Masters in Economics, Statistics or in a quantitative field (or...","Data Science
Predictive Modeling
Data Scientist
Data Management
Statistical Modeling
Data Mining
Data Analytics
Statistics"
Data Scientist,Thoucentric,4-6 Yrs,Not disclosed,Mumbai,"Understanding business objectives and developing models that help to achieve them, alon...","NoSQL
Coding
cassandra
Machine learning
Data processing
MongoDB
FMCG
Forecasting"
Data Scientist Leader,Menschvalue,12-15 Yrs,Not disclosed,"Hyderabad, Gurgaon","Job Responsibilities: Processing, cleansing, and verifying the integrity of data used f...","Ticketing
NoSQL
cassandra
Machine learning
MongoDB
Data mining
Monitoring
SQL"
Data Scientist - Analytics & Insights Team- Food Service- Iit/iim,HyrEzy Talent Solutions,3-7 Yrs,Not disclosed,Noida,QUALIFICATIONS & EXPERIENCE: - Masters degree (or Bachelors degree with equivalent expe...,"Data Science
Data Scientist
Data Management
Statistical Modeling
Data Mining
Data Visualization
Data Modeling
Data Analytics"
Tech Lead - Data Scientist,Ultria,3-8 Yrs,Not disclosed,Bengaluru,RESPONSIBILITIES: Identify new opportunities to apply Machine Learning to different par...,"algorithms
python
spark
Technical Lead
hadoop
big data"
Data Scientist,Cardlytics,2-6 Yrs,Not disclosed,Visakhapatnam,The big picture Cardlytics makes marketing more relevant and measurable through our Pur...,"Statistical programming
Linux
data science
Analytical
Machine learning
data visualization
Subject Matter Expert
Data mining"
Data Scientist,Angel Broking Limited,4-8 Yrs,Not disclosed,Andheri,Expertise or extensive experience with Python/ R -programming A thorough understanding ...,"data science
R Programming
Machine learning
Programming
Data quality
data visualization
big data
Statistics"
Data Scientist,Angel Broking Limited,3-8 Yrs,Not disclosed,Mumbai,- Expertise in Python/ R -programming -A thorough understanding of SQL databases - Exce...,"data science
R Programming
Machine learning
Programming
Data quality
data visualization
big data
Statistics"
Hiring For Data Scientist - Lead Position,GUARDIAN INDIA OPERATIONS PRIVATE LIMITED,4-8 Yrs,Not disclosed,Gurgaon,Experience with parallelism in applying machine learning 2. Experience with visualizati...,"Predictive Modeling
R
Data Visualization
Data Modeling
Tableau
Data Analytics
Machine Learning
Deep Learning"
Data Scientist,Buckman,3-8 Yrs,Not disclosed,Chennai,Buckman is seeking an experienced Data Scientist to lead the development of a Data Scie...,"Water treatment
Minitab
data science
Analytical
Machine learning
Data mining
MATLAB
Sustainable development"
